,Maywood,Cudahy,Huntington Park,West Hollywood,San Francisco,Bell Gardens,Lawndale,Hawaiian Gardens,Lynwood,Bell,Hawthorne,Hermosa Beach,Daly City,South Gate,Bellflower,Inglewood,Stanton,Santa Ana,El Monte,La Puente,Paramount,Baldwin Park,East Palo Alto,San Pablo,Norwalk,Alhambra,Berkeley,Redondo Beach,Lomita,Santa Monica,Albany,Rosemead,Artesia,Gardena,San Fernando,Compton,San Gabriel,Garden Grove,Long Beach,Downey,Westminster,Manhattan Beach,Temple City,La Palma,Lakewood,La Habra,Foster City,Emeryville,Los Angeles,National City,San Mateo,Monterey Park,Placentia,Greenfield,Buena Park,Watsonville,Culver City,Pico Rivera,South Pasadena,San Bruno,Montebello,Oxnard,Cypress,Torrance,Huntington Beach,South El Monte,Costa Mesa,Oakland,South San Francisco,Alameda,El Cajon,Suisun City,Tustin,Covina,Campbell,Anaheim,Montclair,Davis,Millbrae,West Covina,Parlier,Lemon Grove,Burlingame,Pomona,Salinas,Aliso Viejo,Santa Paula,Sunnyvale,San Leandro,El Cerrito,Santa Clara,Imperial Beach,Glendale,La Mesa,Piedmont,Capitola,La Mirada,Mountain View,Fountain Valley,Fullerton,Beverly Hills,Pasadena,Burbank,Rohnert Park,Soledad,Citrus Heights,Whittier,Ceres,Grover Beach,Cerritos,Belmont,Riverbank,Modesto,Orange,Guadalupe,San Jose,Mission Viejo,Pacific Grove,Laguna Woods,Cupertino,Arcadia,San Carlos,Dana Point,Holtville,Carpinteria,Vista,Signal Hill,Chula Vista,Milpitas,Ventura,Newman,Carson,Port Hueneme,Azusa,Orange Cove,Hollister,McFarland,Sacramento,Reedley,Stockton,Upland,Santa Cruz,Pleasant Hill,Farmersville,San Anselmo,Fontana,Atwater,Calexico,Lodi,Santa Barbara,Laguna Hills,Live Oak,Selma,Lindsay,Los Altos,Fillmore,Yuba City,Rialto,Fresno,Sanger,Santa Maria,Lake Forest,Napa,Huron,Laguna Niguel,Gonzales,Exeter,Kerman,Rancho Cucamonga,Belvedere,Clovis,Eastvale,Santa Rosa,Turlock,Oceanside,Kingsburg,Petaluma,American Canyon,San Diego,Arvin,Concord,San Ramon,Sebastopol,Galt,Sausalito,Larkspur,Redwood City,Corona,Escondido,Madera,
Kingsburg,205.243,207.721,203.613,193.55,206.583,207.484,206.208,218.047,211.346,206.025,204.963,208.353,213.146,209.731,215.955,201.313,222.276,229.198,209.879,217.429,213.177,213.79,185.648,207.282,212.45,202.544,198.808,209.241,212.795,197.96,201.845,207.395,216.805,210.041,177.367,212.721,204.849,225.829,220.81,209.858,228.282,207.762,206.048,218.401,217.961,224.716,199.671,196.853,197.41,323.306,201.668,204.215,227.282,95.982,218.275,155.564,197.211,212.478,200.463,210.296,206.959,205.497,219.096,210.876,233.618,210.427,237.804,195.32,211.0051,192.288,323.673,195.831,232.01,215.961,170.656,223.242,228.48,202.179,207.583,214.754,7.432,323.021,205.696,224.934,160.747,247.074,189.807,179.566,186.139,202.964,174.643,330.577,192.932,320.64,195.924,170.617,217.021,181.416,232.137,223.414,196.05,198.686,188.313,245.973,153.958,200.234,211.963,110.236,150.326,217.44,196.185,121.4,114.773,228.173,163.437,169.871,245.977,174.874,243.207,175.794,205.426,194.06,255.402,417.7731,221.714,290.049,219.797,324.334,175.186,205.558,109.661,213.037,210.464,212.667,21.153,134.177,63.053,192.7,11.355,145.232,229.023,175.837,191.004,28.575,217.673,242.335,83.94,419.0771,155.703,232.861,242.562,172.593,5.498,39.01,183.58,180.576,232.937,246.399,20.311,13.681,166.667,243.514,215.593,58.763,250.946,163.068,33.512,36.332,234.099,221.833,25.011,241.579,252.172,101.122,280.595,0,236.446,213.468,317.378,109.004,194.697,176.701,252.847,163.238,221.608,216.338,191.196,242.469,308.612,42.315,
Petaluma,419.554,422.032,417.924,407.861,38.433,421.795,420.519,432.358,425.657,420.336,419.274,422.664,43.147,424.042,430.266,415.624,436.587,443.509,424.19,431.74,427.488,428.101,70.301,34.178,426.761,416.855,39.015,423.552,427.106,412.271,36.071,421.706,431.116,424.352,391.678,427.032,419.16,440.14,435.121,424.169,442.593,422.073,420.359,432.712,432.272,439.027,60.722,40.779,411.721,537.617,59.899,418.526,441.593,316.333,432.586,127.788,411.522,426.789,414.774,48.885,421.27,418.92,433.407,425.187,447.929,424.738,452.115,42.583,48.783,46.585,537.984,42.457,446.321,430.2721,87.907,437.553,442.791,68.169,51.942,429.065,235.392,537.332,54.394,439.245,141.101,461.385,404.118,79.207,52.906,35.725,84.923,544.888,407.243,534.951,43.119,115.781,431.332,76.239,446.448,437.725,410.361,412.997,402.624,11.069,166.53,95.125,426.274,126.301,281.425,431.751,60.922,124.695,122.015,442.484,294.536,83.564,460.288,155.228,457.518,81.599,419.7371,63.041,469.713,632.084,371.0941,504.36,434.108,538.645,77.75,419.869,130.633,427.348,424.775,426.9781,249.189,128.47,300.642,81.645,239.255,92.97,443.3341,112.821,47.164,264.394,23.381,456.6461,152.728,633.3881,87.26,359.986,456.873,113.624,231.68,274.829,77.305,394.8871,119.074,460.71,217.08,231.826,297.765,457.825,25.283,225.322,465.257,158.282,269.331,209.357,448.41,30.734,225.154,455.8901,17.268,135.782,494.906,236.313,0,28.205,531.689,327.768,47.612,63.17,17.943,106.112,30.509,25.239,64.748,456.78,522.923,194.421,
American Canyon,397.182,399.66,395.552,385.489,38.35,399.423,398.147,409.986,403.285,397.964,396.902,400.292,44.913,401.67,407.894,393.252,414.215,421.137,401.818,409.368,405.116,405.7291,63.376,20.719,404.389,394.4831,28.515,401.18,404.734,389.899,25.448,399.334,408.744,401.98,369.306,404.66,396.7881,417.768,412.749,401.797,420.221,399.701,397.987,410.34,409.9,416.655,57.656,30.279,389.349,515.2451,56.833,396.154,419.221,293.961,410.214,116.866,389.15,404.417,392.402,48.135,398.898,396.548,411.035,402.815,425.557,402.366,429.743,32.083,45.717,36.085,515.612,15.116,423.949,407.9001,76.985,415.181,420.419,40.828,50.654,406.693,213.02,514.96,51.328,416.873,129.342,439.013,381.7461,73.855,42.406,24.702,74,522.5161,384.871,512.579,32.619,104.859,408.96,73.173,424.076,415.353,387.989,390.625,380.252,37.3,154.771,67.784,403.9019,103.929,269.666,409.379,59.882,102.323,99.643,420.112,282.777,75.205,437.916,143.469,435.146,80.431,397.3651,59.975,447.341,609.7121,359.336,481.988,411.736,516.273,65.544,397.4971,108.261,404.976,402.403,404.6061,226.817,116.712,278.27,54.304,216.883,65.629,420.9621,101.899,23.268,242.022,31.467,434.2741,130.356,611.0161,59.919,348.228,434.501,102.702,209.308,252.457,73.232,372.5151,91.732,438.338,194.708,209.454,286.007,435.453,10.224,202.95,442.885,146.524,246.959,186.985,426.038,38.82,202.782,433.5181,43.499,113.41,472.534,213.941,28.108,0,509.317,305.396,23.716,39.274,44.174,78.771,38.596,33.325,61.682,434.4081,500.5511,172.049,
San Diego,115.848,114.488,117.019,128.234,501.75,112.843,118.661,103.641,115.906,115.21,120.069,120.739,508.313,116.863,107.706,124.268,99.737,89.388,120.211,115.761,110.169,126.736,475.585,502.449,105.214,122.135,493.975,119.884,115.586,134.318,497.012,120.803,105.999,116.066,141.72,114.54,122.452,94.807,106.02,109.736,94.499,121.443,124.137,102.618,107.167,104.736,494.838,492.0201,120.488,6.946,496.835,120.58,97.582,223.043,100.026,445.5011,128.956,112.233,122.032,505.463,114.459,180.861,101.355,118.29,92.582,117.286,86.698,490.487,506.172,487.455,16.592,506.233,86.369,123.254,460.593,96.069,118.124,515.683,502.75,125.379,324.546,9.926,500.863,114.923,423.213,74.06,184.515,469.503,481.306,498.131,464.58,14.217,127.918,11.11,491.091,460.554,103.377,471.353,90.229,99.51,131.088,140.388,130.055,541.14,396.9109,519.5009,109.78,427.01,294.483,105.495,486.122,438.174,431.547,91.454,284.839,459.808,72.984,442.126,76.098,465.731,134.526,483.997,65.801,125.666,203.615,41.785,106.028,9.583,465.123,187.459,406.39,111.291,183.023,126.924,328.914,424.114,254.67,503.101,325.098,456.713,115.877,465.774,486.171,305.518,512.84,108.635,400.714,123.07,472.5861,214.762,75.295,462.53,322.272,289.939,473.517,175.284,543.338,105.195,337.085,330.795,277.874,80.328,520.5321,311.882,70.337,406.021,309.235,353.106,113.329,517.0001,341.786,103.325,547.3391,417.8961,37.884,317.206,531.613,508.635,0,222.959,489.864,471.868,548.014,480.121,516.775,511.505,481.133,97.025,32.393,359.0891,
Arvin,111.07,113.548,109.44,99.377,297.813,113.311,112.035,123.874,117.173,111.852,110.79,114.18,304.376,115.558,121.782,107.14,128.103,135.025,115.706,123.256,119.004,119.617,271.648,298.512,118.277,108.371,290.038,115.068,118.622,103.787,293.075,113.222,122.632,115.868,83.194,118.548,110.676,131.656,126.637,115.685,134.109,113.589,111.875,124.228,123.788,130.543,290.901,288.083,103.237,229.133,292.898,110.042,133.109,13.637,124.102,241.564,103.038,118.305,106.29,301.526,112.786,111.323,124.923,116.703,139.445,116.254,143.631,286.55,302.235,283.518,229.5,302.296,137.837,121.788,256.656,129.069,134.307,311.746,298.813,120.581,116.271,228.848,296.926,130.761,219.276,152.901,95.633,265.566,277.369,294.194,260.643,236.404,98.759,226.467,287.154,256.617,122.848,267.416,137.964,129.241,101.877,104.513,94.14,337.203,192.974,315.565,117.79,218.736,131.753,123.267,282.185,229.899,223.273,134,129.788,255.871,151.804,238.189,149.034,261.794,111.253,280.06,161.229,321.536,127.54,195.876,125.624,230.161,261.186,111.384,202.453,118.864,116.29,118.494,120.639,220.177,46.395,299.164,116.823,252.776,134.85,261.837,282.234,97.244,308.903,148.162,192.439,322.84,268.649,138.687,148.389,258.593,113.998,81.665,269.58,86.402,339.402,156.487,128.81,122.52,120.667,149.341,316.595,107.945,156.773,202.084,100.961,144.831,139.926,313.063,133.511,147.406,343.402,209.621,186.422,108.931,327.676,304.698,223.205,0,285.927,267.931,344.077,276.184,312.838,307.568,277.196,148.296,214.439,150.814,
Concord,377.238,379.716,375.608,365.545,30.957,379.479,378.203,390.042,383.341,378.02,376.958,380.348,37.52,381.726,387.95,373.308,394.2711,401.193,381.8741,389.424,385.1721,385.785,54.797,22.839,384.445,374.539,21.32,381.236,384.7901,369.955,27.568,379.39,388.8,382.036,349.362,384.716,376.844,397.824,392.8051,381.8531,400.277,379.757,378.043,390.396,389.956,396.711,51.308,21.375,369.405,495.301,53.305,376.21,399.277,274.017,390.27,96.922,369.206,384.4731,372.458,40.742,378.954,376.604,391.091,382.871,405.613,382.422,409.799,21.932,38.324,25.935,495.668,27.833,404.005,387.9561,57.041,395.237,400.475,53.545,43.261,386.749,193.076,495.016,43.935,396.929,109.398,419.069,361.802,53.911,28.741,26.822,54.056,502.5721,364.927,492.635,20.052,84.915,389.016,55.802,404.132,395.409,368.045,370.681,360.308,62.075,134.827,80.501,383.958,83.985,249.722,389.4351,56.426,82.379,79.699,400.168,262.833,55.261,417.972,123.525,415.202,60.487,377.4211,56.52,427.397,589.7681,339.392,462.044,391.792,496.3291,45.6,377.553,88.317,385.032,382.459,384.662,206.873,96.768,258.326,67.022,196.939,51.938,401.0181,81.955,3.334,222.078,37.263,414.33,110.412,591.0721,54.771,328.284,414.557,82.758,189.364,232.513,57.303,352.571,104.45,418.394,174.764,189.51,266.063,415.509,34.119,183.006,422.941,126.58,227.015,167.041,406.094,41.423,182.838,413.5741,68.274,93.466,452.59,193.997,46.736,22.222,489.373,285.452,0,19.33,68.948,62.765,41.198,35.928,58.226,414.464,480.6071,152.105,
San Ramon,360.039,362.517,358.4091,348.346,36.444,362.28,361.004,372.843,366.142,360.821,359.759,363.149,43.007,364.527,370.751,356.109,377.0721,383.994,364.675,372.225,367.9731,368.5861,37.598,38.517,367.246,357.3401,26.807,364.037,367.5911,352.756,31.853,362.191,371.601,364.837,332.163,367.517,359.6451,380.625,375.606,364.6541,383.078,362.558,360.844,373.197,372.757,379.512,34.109,26.862,352.206,478.102,36.106,359.011,382.078,256.818,373.071,79.723,352.007,367.274,355.259,44.734,361.755,360.293,373.892,365.672,388.414,365.223,392.6,27.419,45.443,26.726,478.469,44.037,386.806,370.7571,39.842,378.038,383.276,69.749,42.021,369.55,175.877,477.817,40.134,379.73,92.199,401.87,344.6031,36.712,20.577,32.972,36.857,485.373,347.728,475.436,25.539,67.716,371.817,38.603,386.933,378.21,350.846,353.482,343.109,78.279,117.628,96.705,366.759,66.786,232.523,372.2361,39.227,65.18,62.5,382.969,245.634,38.062,400.773,106.326,398.003,43.288,360.2221,39.321,410.198,572.5691,322.193,444.845,374.593,479.1301,28.401,360.3541,71.118,367.833,365.26,367.4631,189.674,79.569,241.127,83.226,179.74,53.962,383.8191,64.756,15.962,204.879,47.681,397.1311,93.213,573.8731,69.835,311.085,397.358,65.559,172.165,215.314,40.104,335.3721,120.654,401.195,157.565,172.311,248.864,398.31,50.323,165.807,405.742,109.381,209.816,149.842,388.895,51.841,165.639,396.3751,84.478,76.267,435.391,176.798,62.94,38.426,472.174,268.253,19.656,0,85.152,77.37,51.616,46.346,41.027,397.265,463.4081,134.906,
Sebastopol,435.788,438.266,434.158,424.095,54.668,438.029,436.753,448.592,441.891,436.57,435.508,438.898,59.382,440.276,446.5,431.858,452.821,459.743,440.424,447.974,443.722,444.3351,86.536,50.412,442.995,433.0891,55.249,439.786,443.3401,428.505,52.305,437.94,447.35,440.586,407.912,443.266,435.394,456.374,451.355,440.403,458.827,438.307,436.593,448.946,448.506,455.261,76.957,57.013,427.955,553.851,76.134,434.76,457.827,332.567,448.82,144.022,427.756,443.023,431.008,65.12,437.504,436.042,449.641,441.421,464.163,440.972,468.349,58.817,65.018,62.819,554.218,55.459,462.555,446.5061,104.141,453.787,459.025,81.171,68.177,445.299,251.626,553.566,70.629,455.479,157.335,477.619,420.3521,95.442,69.14,51.959,101.157,561.122,423.477,551.185,59.353,132.015,447.566,92.474,462.682,453.959,426.595,429.231,418.858,12.715,182.764,108.127,442.508,142.535,297.659,447.985,77.157,140.929,138.249,458.718,310.77,99.798,476.522,171.462,473.752,97.834,435.9711,79.276,485.947,648.3181,387.328,520.5941,450.342,554.879,93.984,436.1031,146.867,443.582,441.009,443.2121,265.423,144.704,316.876,94.648,255.489,105.972,459.5681,129.055,69.723,280.628,39.615,472.8801,168.962,649.6221,100.262,376.22,473.107,129.858,247.914,291.063,93.54,411.1211,132.076,476.944,233.314,248.06,313.999,474.059,41.284,241.556,481.491,174.516,285.565,225.591,464.644,46.968,241.388,472.1241,7.171,152.016,511.14,252.547,17.51,44.206,547.923,344.002,70.171,85.729,0,119.115,46.744,41.473,80.983,473.014,539.157,210.655,
Galt,368.065,370.543,366.4351,356.372,92.485,370.306,369.03,380.869,374.168,368.847,367.785,371.175,99.048,372.553,378.777,364.135,385.0981,392.02,372.701,380.251,375.9991,376.612,103.406,81.409,375.272,365.366,82.848,372.063,375.6171,360.782,86.138,370.217,379.627,372.863,340.189,375.543,367.671,388.651,383.632,372.6801,391.104,370.584,368.87,381.223,380.783,387.538,99.917,82.903,360.232,486.128,101.914,367.037,390.104,264.843,381.097,148.827,360.033,375.3,363.285,110.542,369.781,368.319,381.918,373.698,396.44,373.249,400.626,95.566,111.251,92.534,486.495,53.037,394.832,378.7831,100.667,386.064,391.302,39.823,107.829,377.576,162.25,485.843,105.942,387.756,154.01,409.896,352.629,97.537,86.385,85.392,97.682,493.399,355.754,483.462,81.58,128.541,379.843,99.428,394.959,386.236,358.872,361.508,351.135,101.321,179.44,37.878,374.785,53.158,281.284,380.2621,105.035,46.514,48.873,390.995,294.395,98.887,408.799,168.137,406.029,104.113,368.248,105.129,418.224,580.595,384.536,452.871,382.619,487.1561,89.226,368.38,79.144,375.859,373.286,375.489,176.047,127.44,225.73,27.314,166.113,24.349,391.8451,125.581,64.862,191.251,98.454,405.157,79.585,581.899,9.96,363.013,405.384,126.384,158.538,201.687,100.929,343.398,67.551,409.221,143.937,158.683,297.625,406.336,72.799,173.832,413.768,171.192,196.188,137.653,396.921,99.993,152.011,404.4011,107.52,62.639,443.417,163.17,95.095,67.794,480.2,276.278,62.11,76.947,108.195,0,99.768,94.498,106.835,405.291,471.4341,121.278,
Sausalito,404.378,406.856,402.748,392.685,8.852,406.619,405.343,417.182,410.481,405.16,404.098,407.488,13.566,408.866,415.09,400.448,421.411,428.333,409.014,416.564,412.312,412.925,40.72,19.002,411.585,401.679,23.839,408.376,411.9301,397.095,20.895,406.53,415.94,409.176,376.502,411.856,403.984,424.964,419.945,408.993,427.417,406.897,405.183,417.536,417.096,423.851,31.141,25.603,396.545,522.441,30.318,403.35,426.417,301.157,417.41,95.78,396.346,411.613,399.598,19.304,406.094,404.632,418.231,410.011,432.753,409.562,436.939,27.407,19.202,31.409,522.808,52.629,431.145,415.0961,59.252,422.377,427.615,78.341,22.361,413.889,220.216,522.1561,24.813,424.069,115.392,446.209,388.942,49.626,37.73,20.549,54.42,529.712,392.067,519.775,27.943,83.773,416.156,46.658,431.272,422.549,395.185,397.821,387.448,39.827,140.821,105.297,411.098,111.125,255.717,416.575,31.341,109.519,106.839,427.308,268.827,57.465,445.112,122.518,442.342,52.018,404.5611,33.46,454.537,616.9081,345.386,489.184,418.932,523.4691,55.751,361.66,115.457,412.172,409.599,411.8021,234.013,102.762,285.466,91.817,224.079,98.301,428.1581,80.813,42.826,249.218,10.547,441.4701,137.552,618.2121,91.914,334.278,441.697,81.616,216.504,259.653,47.724,379.7111,129.246,445.534,201.904,216.65,272.057,442.649,44.266,210.146,450.081,132.574,254.155,194.181,433.234,8.108,209.978,440.7141,46.026,120.606,479.73,221.137,30.3,38.377,516.513,312.592,41,51.598,46.701,116.284,0,7.303,35.167,441.604,507.7471,179.245,
Larkspur,400.043,402.521,398.413,388.35,15.205,402.284,401.008,412.847,406.146,400.825,399.763,403.153,19.919,404.531,410.755,396.113,417.076,423.998,404.679,412.229,407.9771,408.5901,47.073,14.667,407.25,397.3441,19.504,404.041,407.5951,392.76,16.56,402.195,411.605,404.841,372.167,407.521,399.649,420.629,415.61,404.6581,423.082,402.562,400.848,413.201,412.761,419.516,37.494,21.268,392.21,518.1061,36.671,399.015,422.082,296.822,413.075,102.133,392.011,407.278,395.263,25.657,401.759,399.409,413.896,405.676,428.418,405.227,432.604,23.072,25.555,27.074,518.4731,48.285,426.81,410.7611,68.396,418.042,423.28,73.997,28.714,409.554,215.881,517.821,31.166,419.734,121.59,441.874,384.6071,55.979,33.395,16.214,60.773,525.3771,387.732,515.4401,23.608,90.126,411.821,53.011,426.937,418.214,390.85,393.486,383.113,35.483,147.019,100.953,406.763,106.79,261.914,412.2401,37.694,105.184,102.504,422.973,275.025,64.053,440.777,135.717,438.007,58.371,400.2261,39.813,450.202,612.5731,351.583,484.849,414.597,519.1341,58.239,400.3581,111.122,407.837,405.264,407.4671,229.678,108.959,281.131,87.473,219.744,93.966,423.8231,87.166,38.491,244.883,3.514,437.1351,133.217,613.8771,87.579,340.475,437.362,87.969,212.169,255.318,54.077,375.3761,124.902,441.199,197.569,212.315,278.254,438.314,39.922,205.811,445.746,138.771,249.82,189.846,428.899,7.506,205.643,436.3791,41.682,116.271,475.395,216.802,25.956,34.033,512.178,308.257,36.665,47.263,42.356,95.573,7.281,0,41.52,437.269,503.4121,174.91,
Redwood City,368.882,371.36,367.252,357.189,26.543,371.123,369.847,381.686,374.985,369.664,368.602,371.992,21.89,373.37,379.594,364.952,385.915,392.837,373.518,381.068,376.816,377.429,6.35,43.296,376.089,366.183,37.714,372.88,376.4341,361.599,37.859,371.034,380.444,373.68,341.006,376.36,368.488,389.468,384.449,373.497,391.921,371.401,369.687,382.04,381.6,388.355,7.521,34.261,361.049,486.945,7.869,367.854,390.921,265.661,381.914,62.691,360.85,376.117,364.102,16.554,370.598,337.472,382.735,374.515,397.257,374.066,401.443,35.314,17.262,32.282,487.312,71.983,395.649,379.6001,26.228,386.881,392.119,97.695,13.84,378.393,190.345,486.66,11.954,388.573,81.022,410.713,353.446,15.256,27.662,38.978,20.051,494.2161,356.571,484.279,36.601,50.684,380.66,12.288,395.776,387.053,359.689,362.325,351.952,74.458,106.452,124.651,375.602,96.275,221.347,381.079,4.682,94.669,91.989,391.812,234.457,23.095,409.616,95.149,406.846,18.994,369.0651,2.904,419.041,581.412,311.0161,453.688,383.436,487.9731,21.381,327.29,100.607,376.676,339.381,376.3061,204.142,68.392,249.971,111.172,194.208,83.451,392.6621,47.724,55.333,219.346,45.178,405.9741,122.702,582.7161,99.324,299.908,406.201,48.527,186.632,229.781,12.347,344.2151,148.6,410.038,172.032,186.778,237.687,407.153,71.415,174.65,414.585,98.204,224.283,158.685,397.738,42.738,180.106,405.2181,80.656,105.756,444.234,191.265,64.93,61.522,481.017,277.096,59.027,41.031,81.331,106.859,35.317,41.933,0,406.108,472.2511,149.373,
Corona,42.914,41.554,44.084,55.061,426.705,39.908,50.143,36.872,42.936,42.275,51.336,50.811,433.268,43.893,34.736,52.173,30.588,26.612,34.251,31.334,37.199,30.399,400.541,427.404,32.279,41.122,418.93,51.271,50.908,62.298,421.967,37.419,33.029,45.776,66.159,41.57,40.14,28.193,46.708,36.801,30.943,51.336,38.177,29.648,36.742,28.773,419.793,416.975,47.315,99.756,421.79,40.653,18.827,147.999,27.056,370.457,56.582,38.547,43.291,430.418,40.456,108.228,31.663,49.227,39.063,35.745,30.823,415.442,431.127,412.41,99.319,431.189,23.277,26.917,385.549,22.631,24.197,440.638,427.705,29.042,249.502,99.257,425.818,18.586,348.169,34.131,109.471,394.459,406.261,423.086,389.536,107.028,50.321,96.837,416.046,385.51,30.443,396.309,33.608,23.417,59.068,44.051,55.282,466.095,321.867,444.457,36.845,351.966,221.85,32.525,411.078,363.13,356.503,21.962,212.206,384.764,33.189,367.082,30.419,390.687,38.189,408.953,42.614,182.145,130.982,62.474,42.933,102.393,390.0789,114.826,331.346,45.44,110.39,30.587,253.87,349.07,179.626,428.057,250.054,381.669,21.95,390.73,411.126,230.474,437.795,23.337,325.67,183.449,397.5421,142.129,29.774,387.486,247.228,214.895,398.473,100.24,468.294,25.81,262.041,255.751,205.241,26.55,445.487,236.838,38.158,330.977,234.191,278.062,19.402,441.955,266.742,9.399,472.294,342.8521,68.377,242.162,456.568,433.59,96.65,147.915,414.819,396.823,472.969,405.077,441.73,436.46,406.089,0,66.909,284.045,
Escondido,98.484,97.124,99.655,110.87,493.066,95.479,101.297,86.277,98.542,97.846,102.705,103.375,499.629,99.499,90.342,106.904,82.373,72.024,100.612,97.695,92.805,96.76,466.902,493.765,87.85,107.483,485.291,102.52,98.222,116.954,488.328,103.78,88.635,98.702,132.52,97.176,106.501,77.443,88.656,92.372,77.135,104.079,104.538,85.254,89.803,95.134,486.154,483.336,103.124,35.749,488.151,107.014,85.188,214.36,82.662,436.8181,111.592,94.869,109.652,496.779,106.817,174.589,83.991,100.926,75.218,102.106,69.334,481.803,497.488,478.771,35.312,497.55,69.005,93.278,451.91,78.705,88.148,506.999,494.066,95.403,315.863,35.25,492.179,84.947,414.5301,56.696,175.832,460.82,472.622,489.447,455.897,43.021,116.682,32.83,482.407,451.871,86.013,462.67,72.865,89.777,113.724,110.412,121.643,532.456,388.228,510.818,92.416,418.3271,288.211,88.131,477.439,429.491,422.864,74.09,278.567,451.125,55.62,433.443,58.734,457.048,104.55,475.314,48.437,134.656,197.343,11.967,88.664,38.386,456.44,181.187,397.707,93.927,176.751,96.948,320.231,415.431,245.987,494.418,316.415,448.0301,85.901,457.091,477.487,296.835,504.156,78.659,392.031,132.059,463.9031,208.49,57.931,453.847,313.589,281.256,464.834,166.601,534.655,75.219,328.402,322.112,271.602,62.964,511.848,303.199,52.973,397.338,300.552,344.423,83.353,508.316,333.103,73.349,538.655,409.213,20.52,308.523,522.929,499.951,32.643,214.276,481.18,463.184,539.33,471.438,508.091,502.821,472.45,67.049,0,350.406,
Madera,247.138,249.616,245.508,235.445,165.594,249.379,248.103,259.942,253.241,247.92,246.858,250.248,172.157,251.626,257.85,243.208,264.1711,271.093,251.774,259.324,255.072,255.685,144.659,166.293,254.345,244.439,157.819,251.136,254.69,239.855,160.856,249.29,258.7,251.936,219.262,254.616,246.744,267.724,262.705,251.753,270.177,249.657,247.943,260.296,259.856,266.611,158.682,155.864,239.305,365.201,160.679,246.11,269.177,137.877,260.17,114.575,239.106,254.373,242.358,169.307,248.854,247.392,260.991,252.771,275.513,252.322,279.699,154.331,170.016,151.299,365.568,154.842,273.905,257.856,129.667,265.137,270.375,161.189,166.594,256.649,41.468,364.916,164.707,266.829,119.758,288.969,231.702,138.577,145.15,161.975,133.654,372.472,234.827,362.535,154.935,129.628,258.916,140.427,274.032,265.309,237.945,240.581,230.208,204.984,145.188,159.244,253.858,69.247,173.807,259.335,155.196,80.411,73.784,270.068,186.918,128.882,287.872,133.885,285.102,134.805,247.321,153.071,297.297,459.668,263.609,331.944,261.692,366.229,134.197,247.453,68.672,254.932,252.359,254.562,55.265,93.188,104.949,151.711,45.331,104.243,270.918,134.848,150.015,70.47,176.684,284.23,42.951,460.972,114.714,274.756,284.457,131.604,37.756,80.905,142.591,222.471,191.948,288.294,23.155,37.901,190.148,285.409,174.604,53.331,292.841,136.94,75.407,16.844,275.994,180.844,31.229,283.4741,211.183,60.133,322.49,42.388,195.457,172.479,359.273,150.899,153.708,135.712,211.858,122.249,180.619,175.349,150.207,284.364,350.507,0,
